timestamp,symbol,price
2025-09-18T23:33:39.766426,AAPL,147.08
2025-09-18T23:33:39.776611,AAPL,144.79
2025-09-18T23:33:39.786673,AAPL,139.91
2025-09-18T23:33:39.797925,AAPL,141.29
2025-09-18T23:33:39.810437,AAPL,142.68
2025-09-18T23:33:39.820629,AAPL,143.84
2025-09-18T23:33:39.833147,AAPL,144.81
2025-09-18T23:33:39.845662,AAPL,147.31
2025-09-18T23:33:39.858177,AAPL,144.38
2025-09-18T23:33:39.868271,AAPL,145.92
2025-09-18T23:33:39.880777,AAPL,153.96
2025-09-18T23:33:39.893312,AAPL,150.3
2025-09-18T23:33:39.905829,AAPL,149.03
2025-09-18T23:33:39.917983,AAPL,150.6
2025-09-18T23:33:39.929518,AAPL,148.33
2025-09-18T23:33:39.940827,AAPL,148.45
2025-09-18T23:33:39.952174,AAPL,144.61
2025-09-18T23:33:39.963538,AAPL,143.09
2025-09-18T23:33:39.974074,AAPL,135.1
2025-09-18T23:33:39.986613,AAPL,136.51
2025-09-18T23:33:39.998504,AAPL,137.73
2025-09-18T23:33:40.011020,AAPL,136.21
2025-09-18T23:33:40.023539,AAPL,136.25
2025-09-18T23:33:40.033857,AAPL,135.99
2025-09-18T23:33:40.044045,AAPL,139.63
2025-09-18T23:33:40.055242,AAPL,140.95
2025-09-18T23:33:40.065553,AAPL,137.83
2025-09-18T23:33:40.078099,AAPL,134.09
2025-09-18T23:33:40.089378,AAPL,135.99
2025-09-18T23:33:40.101930,AAPL,132.09
2025-09-18T23:33:40.113223,AAPL,132.55
2025-09-18T23:33:40.125760,AAPL,136.69
2025-09-18T23:33:40.138373,AAPL,134.82
2025-09-18T23:33:40.150074,AAPL,136.52
2025-09-18T23:33:40.161518,AAPL,136.73
2025-09-18T23:33:40.174103,AAPL,134.26
2025-09-18T23:33:40.185954,AAPL,133.63
2025-09-18T23:33:40.198551,AAPL,132.89
2025-09-18T23:33:40.211106,AAPL,135.32
2025-09-18T23:33:40.223730,AAPL,137.47
2025-09-18T23:33:40.236246,AAPL,138.32
2025-09-18T23:33:40.249028,AAPL,141.25
2025-09-18T23:33:40.260947,AAPL,143.58
2025-09-18T23:33:40.273509,AAPL,139.09
2025-09-18T23:33:40.286098,AAPL,137.63
2025-09-18T23:33:40.298677,AAPL,137.31
2025-09-18T23:33:40.310375,AAPL,140.68
2025-09-18T23:33:40.323103,AAPL,145.28
2025-09-18T23:33:40.334584,AAPL,141.82
2025-09-18T23:33:40.345622,AAPL,144.33
2025-09-18T23:33:40.358331,AAPL,143.79
2025-09-18T23:33:40.370976,AAPL,143.68
2025-09-18T23:33:40.383531,AAPL,143.3
2025-09-18T23:33:40.394255,AAPL,145.21
2025-09-18T23:33:40.406426,AAPL,148.1
2025-09-18T23:33:40.418166,AAPL,150.94
2025-09-18T23:33:40.430777,AAPL,146.08
2025-09-18T23:33:40.443115,AAPL,147.87
2025-09-18T23:33:40.455722,AAPL,152.3
2025-09-18T23:33:40.467160,AAPL,155.28
2025-09-18T23:33:40.477913,AAPL,153.28
2025-09-18T23:33:40.490565,AAPL,148.67
2025-09-18T23:33:40.501857,AAPL,145.33
2025-09-18T23:33:40.513247,AAPL,149.12
2025-09-18T23:33:40.523450,AAPL,154.18
2025-09-18T23:33:40.536068,AAPL,150.65
2025-09-18T23:33:40.549369,AAPL,153.43
2025-09-18T23:33:40.560136,AAPL,146.41
2025-09-18T23:33:40.572704,AAPL,147.87
2025-09-18T23:33:40.584110,AAPL,148.82
2025-09-18T23:33:40.596709,AAPL,151.93
2025-09-18T23:33:40.607909,AAPL,152.93
2025-09-18T23:33:40.620417,AAPL,158.16
2025-09-18T23:33:40.632711,AAPL,155.81
2025-09-18T23:33:40.645733,AAPL,154.05
2025-09-18T23:33:40.658314,AAPL,155.61
2025-09-18T23:33:40.668536,AAPL,157.35
2025-09-18T23:33:40.679898,AAPL,156.0
2025-09-18T23:33:40.690994,AAPL,157.61
2025-09-18T23:33:40.701891,AAPL,155.93
2025-09-18T23:33:40.713814,AAPL,158.14
2025-09-18T23:33:40.724196,AAPL,164.59
2025-09-18T23:33:40.735951,AAPL,164.16
2025-09-18T23:33:40.746644,AAPL,158.43
2025-09-18T23:33:40.758238,AAPL,159.65
2025-09-18T23:33:40.769134,AAPL,162.25
2025-09-18T23:33:40.781727,AAPL,158.64
2025-09-18T23:33:40.794293,AAPL,155.96
2025-09-18T23:33:40.805333,AAPL,157.16
2025-09-18T23:33:40.817815,AAPL,153.22
2025-09-18T23:33:40.830361,AAPL,150.6
2025-09-18T23:33:40.841751,AAPL,151.6
2025-09-18T23:33:40.852847,AAPL,152.4
2025-09-18T23:33:40.863858,AAPL,161.27
2025-09-18T23:33:40.876405,AAPL,166.24
2025-09-18T23:33:40.888823,AAPL,172.69
2025-09-18T23:33:40.901375,AAPL,172.99
2025-09-18T23:33:40.913928,AAPL,177.31
2025-09-18T23:33:40.924357,AAPL,174.04
2025-09-18T23:33:40.936061,AAPL,171.68
2025-09-18T23:33:40.948091,AAPL,168.11
2025-09-18T23:33:40.958210,AAPL,168.8
2025-09-18T23:33:40.970652,AAPL,168.17
2025-09-18T23:33:40.983161,AAPL,167.57
2025-09-18T23:33:40.994227,AAPL,172.72
2025-09-18T23:33:41.006755,AAPL,173.88
2025-09-18T23:33:41.017921,AAPL,175.57
2025-09-18T23:33:41.030437,AAPL,172.94
2025-09-18T23:33:41.041986,AAPL,177.36
2025-09-18T23:33:41.053070,AAPL,174.44
2025-09-18T23:33:41.064752,AAPL,181.28
2025-09-18T23:33:41.076755,AAPL,178.2
2025-09-18T23:33:41.087026,AAPL,182.35
2025-09-18T23:33:41.099552,AAPL,182.32
2025-09-18T23:33:41.110428,AAPL,180.63
2025-09-18T23:33:41.122994,AAPL,181.15
2025-09-18T23:33:41.135570,AAPL,177.69
2025-09-18T23:33:41.147427,AAPL,181.16
2025-09-18T23:33:41.158821,AAPL,179.39
2025-09-18T23:33:41.171360,AAPL,179.34
2025-09-18T23:33:41.181884,AAPL,181.42
2025-09-18T23:33:41.194354,AAPL,179.78
2025-09-18T23:33:41.205421,AAPL,186.23
2025-09-18T23:33:41.216049,AAPL,186.46
2025-09-18T23:33:41.227688,AAPL,187.24
2025-09-18T23:33:41.238338,AAPL,186.55
2025-09-18T23:33:41.250965,AAPL,184.72
2025-09-18T23:33:41.273421,AAPL,183.6
2025-09-18T23:33:41.283790,AAPL,186.73
2025-09-18T23:33:41.296315,AAPL,182.08
2025-09-18T23:33:41.308518,AAPL,181.94
2025-09-18T23:33:41.321110,AAPL,186.55
2025-09-18T23:33:41.333675,AAPL,186.58
2025-09-18T23:33:41.345035,AAPL,185.26
2025-09-18T23:33:41.355961,AAPL,180.79
2025-09-18T23:33:41.367421,AAPL,185.82
2025-09-18T23:33:41.378582,AAPL,188.37
2025-09-18T23:33:41.390045,AAPL,187.02
2025-09-18T23:33:41.401234,AAPL,189.52
2025-09-18T23:33:41.412575,AAPL,189.76
2025-09-18T23:33:41.425182,AAPL,191.31
2025-09-18T23:33:41.436307,AAPL,190.6
2025-09-18T23:33:41.446467,AAPL,190.23
2025-09-18T23:33:41.457938,AAPL,190.96
2025-09-18T23:33:41.470352,AAPL,187.31
2025-09-18T23:33:41.481928,AAPL,186.6
2025-09-18T23:33:41.494412,AAPL,187.04
2025-09-18T23:33:41.506783,AAPL,189.44
2025-09-18T23:33:41.518448,AAPL,178.28
2025-09-18T23:33:41.529548,AAPL,176.93
2025-09-18T23:33:41.542095,AAPL,175.96
2025-09-18T23:33:41.552689,AAPL,175.04
2025-09-18T23:33:41.563043,AAPL,177.19
2025-09-18T23:33:41.573718,AAPL,177.99
2025-09-18T23:33:41.585647,AAPL,181.63
2025-09-18T23:33:41.596769,AAPL,180.64
2025-09-18T23:33:41.609317,AAPL,172.6
2025-09-18T23:33:41.620870,AAPL,173.43
2025-09-18T23:33:41.632822,AAPL,174.63
2025-09-18T23:33:41.643438,AAPL,173.08
2025-09-18T23:33:41.653545,AAPL,172.98
2025-09-18T23:33:41.667650,AAPL,168.9
2025-09-18T23:33:41.680038,AAPL,169.48
2025-09-18T23:33:41.692594,AAPL,165.25
2025-09-18T23:33:41.705189,AAPL,166.12
2025-09-18T23:33:41.716551,AAPL,166.93
2025-09-18T23:33:41.729157,AAPL,168.75
2025-09-18T23:33:41.741519,AAPL,166.98
2025-09-18T23:33:41.754054,AAPL,169.21
2025-09-18T23:33:41.764183,AAPL,170.41
2025-09-18T23:33:41.774327,AAPL,167.32
2025-09-18T23:33:41.785132,AAPL,167.94
2025-09-18T23:33:41.796855,AAPL,169.86
2025-09-18T23:33:41.807474,AAPL,168.63
2025-09-18T23:33:41.818751,AAPL,173.07
2025-09-18T23:33:41.830110,AAPL,179.12
2025-09-18T23:33:41.842674,AAPL,176.11
2025-09-18T23:33:41.855199,AAPL,178.88
2025-09-18T23:33:41.866294,AAPL,172.44
2025-09-18T23:33:41.878844,AAPL,168.96
2025-09-18T23:33:41.891387,AAPL,165.37
2025-09-18T23:33:41.902662,AAPL,167.42
2025-09-18T23:33:41.914756,AAPL,167.58
2025-09-18T23:33:41.926750,AAPL,170.34
2025-09-18T23:33:41.939231,AAPL,170.89
2025-09-18T23:33:41.951746,AAPL,170.26
2025-09-18T23:33:41.963991,AAPL,170.51
2025-09-18T23:33:41.975289,AAPL,163.4
2025-09-18T23:33:41.986618,AAPL,172.7
2025-09-18T23:33:41.997921,AAPL,169.73
2025-09-18T23:33:42.008249,AAPL,174.34
2025-09-18T23:33:42.020575,AAPL,175.79
2025-09-18T23:33:42.032052,AAPL,178.33
2025-09-18T23:33:42.043996,AAPL,186.04
2025-09-18T23:33:42.055612,AAPL,183.01
2025-09-18T23:33:42.068050,AAPL,182.11
2025-09-18T23:33:42.080706,AAPL,180.06
2025-09-18T23:33:42.091798,AAPL,181.87
2025-09-18T23:33:42.102803,AAPL,177.55
2025-09-18T23:33:42.114649,AAPL,178.32
2025-09-18T23:33:42.126117,AAPL,177.54
2025-09-18T23:33:42.138805,AAPL,177.44
2025-09-18T23:33:42.150393,AAPL,182.26
2025-09-18T23:33:42.162040,AAPL,183.36
2025-09-18T23:33:42.173573,AAPL,182.42
2025-09-18T23:33:42.186484,AAPL,188.49
2025-09-18T23:33:42.197290,AAPL,194.78
2025-09-18T23:33:42.209872,AAPL,196.56
2025-09-18T23:33:42.221141,AAPL,198.59
2025-09-18T23:33:42.233073,AAPL,203.14
2025-09-18T23:33:42.244343,AAPL,203.64
2025-09-18T23:33:42.254835,AAPL,202.41
2025-09-18T23:33:42.266277,AAPL,207.0
2025-09-18T23:33:42.276889,AAPL,208.94
2025-09-18T23:33:42.289501,AAPL,209.73
2025-09-18T23:33:42.301326,AAPL,211.66
2025-09-18T23:33:42.313236,AAPL,218.69
2025-09-18T23:33:42.324211,AAPL,216.07
2025-09-18T23:33:42.335587,AAPL,213.79
2025-09-18T23:33:42.348321,AAPL,213.53
2025-09-18T23:33:42.360218,AAPL,211.46
2025-09-18T23:33:42.372844,AAPL,210.77
2025-09-18T23:33:42.385101,AAPL,204.87
2025-09-18T23:33:42.397581,AAPL,211.56
2025-09-18T23:33:42.408121,AAPL,213.69
2025-09-18T23:33:42.418843,AAPL,220.29
2025-09-18T23:33:42.430107,AAPL,220.41
2025-09-18T23:33:42.440331,AAPL,228.26
